Implementation,Variant,Recall\@1 Diff,MRR\@1 Diff,Recall\@5 Diff,MRR\@5 Diff,Recall\@10 Diff,MRR\@10 Diff,Recall\@20 Diff,MRR\@20 Diff
GRU4Rec Official,Best params,,,,,,,,
GRU4Rec Official,Torch-GRU4Rec params,0.14%,0.14%,-1.09%,-0.49%,-1.07%,-0.48%,-0.45%,-0.39%
Torch-GRU4Rec,OOB,0.53%,0.53%,-1.72%,-0.77%,-1.84%,-0.89%,-1.30%,-0.82%
