Implementation,Variant,Recall\@1,MRR\@1,Recall\@5,MRR\@5,Recall\@10,MRR\@10,Recall\@20,MRR\@20
GRU4Rec Official,Best params,0.0647,0.0647,0.2220,0.1181,0.3414,0.1339,0.4874,0.1440
GRU4Rec Official,Recpack params,0.0562,0.0562,0.1902,0.1019,0.2939,0.1157,0.4263,0.1248
GRU4Rec Official,Recpack params,0.0603,0.0603,0.2001,0.1083,0.3058,0.1223,0.4341,0.1312
Recpack,OOB,0.0411,0.0411,0.1442,0.0760,0.2238,0.0865,0.3279,0.0937
Recpack,Correct exp,0.0411,0.0411,0.1433,0.0757,0.2193,0.0857,0.3219,0.0927
Recpack,Correct full,0.0408,0.0408,0.1463,0.0766,0.2274,0.0873,0.3296,0.0944
