Implementation,Variant,Recall\@1,MRR\@1,Recall\@5,MRR\@5,Recall\@10,MRR\@10,Recall\@20,MRR\@20
GRU4Rec Official,Best params,0.1150,0.1150,0.3026,0.1814,0.4019,0.1947,0.4953,0.2012
GRU4Rec Official,GRU4Rec_Tensorflow params,0.0541,0.0541,0.1662,0.0931,0.2425,0.1031,0.3309,0.1092
GRU4Rec_Tensorflow,OOB,0.0130,0.0130,0.0328,0.0201,0.0381,0.0208,0.0439,0.0212
GRU4Rec_Tensorflow,Correct Exp,0.0612,0.0612,0.1776,0.1019,0.2541,0.1120,0.3388,0.1179
