Implementation,Variant,Avg. epoch time (s),Avg. epoch time to Best,Avg. epoch time to Matching,Avg. mb/s,Avg. e/s
GRU4Rec Official,Best params,4.52,,,1134.52,144959.00
GRU4Rec Official,GRU4Rec_Tensorflow params,3.62,0.80 x,,1417.96,181209.00
GRU4Rec_Tensorflow,OOB,26.33,5.83 x,7.27 x,498.25,24912.83
GRU4Rec_Tensorflow,Correct Exp,10.75,2.38 x,2.97 x,476.49,60990.52
