Implementation,Variant,Recall\@1,MRR\@1,Recall\@5,MRR\@5,Recall\@10,MRR\@10,Recall\@20,MRR\@20
GRU4Rec Official,Best params,0.0647,0.0647,0.2220,0.1181,0.3414,0.1339,0.4874,0.1440
GRU4Rec Official,Torch-GRU4Rec params,0.0552,0.0552,0.1927,0.1020,0.2967,0.1157,0.4255,0.1246
Torch-GRU4Rec,OOB,0.0541,0.0541,0.1894,0.1002,0.2921,0.1137,0.4245,0.1229
