Implementation,Variant,Recall\@1,MRR\@1,Recall\@5,MRR\@5,Recall\@10,MRR\@10,Recall\@20,MRR\@20
GRU4Rec Official,Best params,0.0688,0.0688,0.2304,0.1237,0.3533,0.1399,0.4995,0.1500
GRU4Rec Official,GRU4REC-pytorch params,0.0365,0.0365,0.1283,0.0675,0.2066,0.0778,0.3141,0.0851
GRU4REC-pytorch,OOB,0.0006,0.0006,0.0020,0.0011,0.0039,0.0013,0.0070,0.0015
GRU4REC-pytorch,OOB Correct Eval,0.0239,0.0239,0.0937,0.0472,0.1537,0.0551,0.2367,0.0608
GRU4REC-pytorch,Correct full,0.0277,0.0277,0.1070,0.0543,0.1747,0.0632,0.2616,0.0692
