Implementation,Variant,Recall\@1,MRR\@1,Recall\@5,MRR\@5,Recall\@10,MRR\@10,Recall\@20,MRR\@20
GRU4Rec Official,Best params,0.1224,0.1224,0.3196,0.1928,0.4181,0.2060,0.5187,0.2131
GRU4Rec Official,Torch-GRU4Rec params,0.0979,0.0979,0.2672,0.1576,0.3631,0.1703,0.4639,0.1773
Torch-GRU4Rec,OOB,0.0926,0.0926,0.2413,0.1451,0.3336,0.1574,0.4201,0.1633
